date,high_c,low_c
2026-02-05,25.2,18.1
2026-02-06,26.2,18.9
2026-02-07,21.2,18.3
2026-02-08,18.4,14.9
2026-02-09,16.4,14.1
2026-02-10,19.6,16.4
2026-02-11,25.2,18.0
2026-02-12,19.9,17.6
2026-02-13,24.5,17.7
2026-02-14,25.8,18.5
2026-02-15,26.9,20.9
2026-02-16,27.9,22.0
2026-02-17,22.4,18.2
2026-02-18,23.0,17.9
2026-02-19,22.4,17.8
2026-02-20,24.6,18.6
2026-02-21,23.4,19.2
2026-02-22,25.3,20.2
2026-02-23,23.0,20.8
2026-02-24,25.7,19.5
2026-02-25,26.0,21.3
2026-02-26,21.9,19.0
2026-02-27,22.8,20.4
2026-02-28,21.8,19.0
2026-03-01,21.1,18.7
2026-03-02,23.9,21.0
2026-03-03,22.8,17.0
2026-03-04,17.5,15.4
2026-03-05,23.2,16.2
2026-03-06,23.6,17.4
2026-03-07,22.3,18.3
2026-03-08,22.4,16.8
2026-03-09,22.8,17.9
2026-03-10,19.6,16.3
2026-03-11,20.7,17.6
2026-03-12,24.5,17.5
2026-03-13,21.8,17.2
2026-03-14,24.3,16.0
2026-03-15,25.0,18.2
2026-03-16,24.0,18.7
2026-03-17,24.0,20.0
2026-03-18,27.8,20.8
2026-03-19,28.1,21.1
2026-03-20,23.3,20.5
2026-03-21,22.3,20.6
2026-03-22,25.4,20.8
2026-03-23,27.4,21.1
2026-03-24,26.9,22.4
2026-03-25,30.0,22.2
2026-03-26,28.4,23.4
2026-03-27,26.2,23.2
2026-03-28,27.4,22.9
2026-03-29,25.8,22.2
2026-03-30,28.3,22.1
2026-03-31,27.5,24.6
2026-04-01,27.3,22.4
2026-04-02,24.0,22.0
2026-04-03,27.1,23.2
2026-04-04,26.4,23.2
2026-04-05,25.7,23.1
2026-04-06,28.1,25.3
2026-04-07,29.2,26.0
2026-04-08,26.7,22.3
2026-04-09,28.0,23.3
2026-04-10,28.3,25.6
2026-04-11,27.6,25.9
2026-04-12,28.5,25.5
2026-04-13,29.7,25.9
2026-04-14,29.0,25.6
2026-04-15,28.9,25.4
2026-04-16,30.2,25.3
2026-04-17,28.0,23.0
2026-04-18,28.5,23.0
2026-04-19,30.0,24.4
2026-04-20,28.4,25.2
2026-04-21,28.9,24.4
2026-04-22,29.4,25.6
2026-04-23,29.0,23.5
2026-04-24,23.7,19.7
2026-04-25,26.5,20.1
2026-04-26,28.8,22.8
2026-04-27,27.9,23.5
2026-04-28,29.4,24.8
2026-04-29,28.4,22.3
2026-04-30,26.7,20.2
